date_time,temp,rain_1h,snow_1h,clouds_all,traffic_volume
2012-10-04 12:00:00,294.97,0.0,0.0,1.0,5104
2012-10-04 13:00:00,296.38,0.0,0.0,1.0,5178
2012-10-04 14:00:00,297.32,0.0,0.0,1.0,5501
2012-10-04 15:00:00,298.17,0.0,0.0,1.0,5713
2012-10-04 16:00:00,298.06,0.0,0.0,20.0,6292
2012-10-04 17:00:00,297.67,0.0,0.0,20.0,6057
2012-10-04 18:00:00,296.36,0.0,0.0,40.0,4907
2012-10-04 19:00:00,293.85,0.0,0.0,40.0,3503
2012-10-04 20:00:00,292.43,0.0,0.0,40.0,3037
2012-10-04 21:00:00,291.77,0.0,0.0,75.0,2822
2012-10-04 22:00:00,291.36,0.0,0.0,75.0,1992
2012-10-04 23:00:00,291.12,0.0,0.0,75.0,1166
2012-10-05 00:00:00,290.63,0.0,0.0,75.0,627
2012-10-05 01:00:00,290.46,0.0,0.0,40.0,388
2012-10-05 03:00:00,289.26,0.0,0.0,0.0,368
2012-10-05 05:00:00,283.21,0.0,0.0,75.0,2489
2012-10-05 06:00:00,282.24,0.0,0.0,90.0,5537
2012-10-05 07:00:00,281.69,0.0,0.0,90.0,6628
2012-10-05 08:00:00,280.57,0.0,0.0,90.0,5534
2012-10-05 09:00:00,280.02,0.0,0.0,75.0,5403
2012-10-05 10:00:00,280.11,0.0,0.0,75.0,4770
2012-10-05 11:00:00,280.0,0.0,0.0,90.0,5217
2012-10-05 12:00:00,280.53,0.0,0.0,90.0,5870
2012-10-05 13:00:00,281.43,0.0,0.0,75.0,5967
2012-10-05 14:00:00,281.78,0.0,0.0,90.0,6108
2012-10-05 15:00:00,281.91,0.0,0.0,90.0,6128
2012-10-05 16:00:00,281.73,0.0,0.0,90.0,6069
2012-10-05 17:00:00,281.42,0.0,0.0,90.0,6169
2012-10-05 18:00:00,280.87,0.0,0.0,90.0,5384
2012-10-05 19:00:00,280.15,0.0,0.0,90.0,4063
2012-10-05 20:00:00,279.78,0.0,0.0,90.0,3364
2012-10-05 21:00:00,279.65,0.0,0.0,75.0,2971
2012-10-05 22:00:00,279.22,0.0,0.0,40.0,2450
2012-10-05 23:00:00,279.06,0.0,0.0,40.0,1832
2012-10-06 00:00:00,278.81,0.0,0.0,90.0,1231
2012-10-06 01:00:00,278.55,0.0,0.0,90.0,718
2012-10-06 02:00:00,278.59,0.0,0.0,90.0,545
2012-10-06 04:00:00,276.99,0.0,0.0,75.0,411
2012-10-06 05:00:00,276.35,0.0,0.0,20.0,688
2012-10-06 06:00:00,275.4,0.0,0.0,1.0,1352
2012-10-06 07:00:00,275.17,0.0,0.0,1.0,2072
2012-10-06 08:00:00,274.99,0.0,0.0,1.0,3342
2012-10-06 09:00:00,275.09,0.0,0.0,40.0,4258
2012-10-06 10:00:00,276.88,0.0,0.0,20.0,4861
2012-10-06 11:00:00,278.04,0.0,0.0,20.0,5191
2012-10-06 12:00:00,279.08,0.0,0.0,40.0,5669
2012-10-06 13:00:00,280.12,0.0,0.0,75.0,5074
2012-10-06 14:00:00,280.25,0.0,0.0,75.0,5025
2012-10-06 15:00:00,280.0,0.0,0.0,75.0,5153
2012-10-06 16:00:00,279.06,0.0,0.0,90.0,5024
2012-10-06 17:00:00,278.91,0.0,0.0,90.0,4779
2012-10-06 18:00:00,278.39,0.0,0.0,90.0,4362
2012-10-06 19:00:00,278.16,0.0,0.0,90.0,3860
2012-10-06 20:00:00,278.16,0.0,0.0,90.0,3160
2012-10-06 21:00:00,277.93,0.0,0.0,90.0,2992
2012-10-06 22:00:00,276.9,0.0,0.0,90.0,3202
2012-10-06 23:00:00,276.34,0.0,0.0,75.0,1941
2012-10-07 00:00:00,276.11,0.0,0.0,75.0,1233
2012-10-07 03:00:00,275.73,0.0,0.0,90.0,323
2012-10-07 04:00:00,275.65,0.0,0.0,90.0,312
2012-10-07 05:00:00,275.51,0.0,0.0,75.0,627
2012-10-07 06:00:00,275.05,0.0,0.0,90.0,1508
2012-10-07 07:00:00,274.77,0.0,0.0,90.0,1539
2012-10-07 08:00:00,274.77,0.0,0.0,75.0,2232
2012-10-07 09:00:00,275.55,0.0,0.0,75.0,4568
2012-10-07 10:00:00,276.24,0.0,0.0,75.0,4624
2012-10-07 11:00:00,277.01,0.0,0.0,90.0,4529
2012-10-07 12:00:00,277.43,0.0,0.0,90.0,5139
2012-10-07 13:00:00,278.45,0.0,0.0,90.0,6640
2012-10-07 14:00:00,279.27,0.0,0.0,90.0,6589
2012-10-07 15:00:00,279.27,0.0,0.0,90.0,4429
2012-10-07 16:00:00,279.44,0.0,0.0,90.0,4329
2012-10-07 17:00:00,279.32,0.0,0.0,90.0,3833
2012-10-07 18:00:00,279.27,0.0,0.0,90.0,4015
2012-10-07 19:00:00,278.11,0.0,0.0,90.0,3382
2012-10-07 20:00:00,276.79,0.0,0.0,75.0,2815
2012-10-07 21:00:00,275.73,0.0,0.0,90.0,2110
2012-10-07 22:00:00,274.88,0.0,0.0,75.0,1555
2012-10-07 23:00:00,273.92,0.0,0.0,20.0,959
2012-10-08 00:00:00,273.08,0.0,0.0,20.0,455
2012-10-08 01:00:00,272.62,0.0,0.0,20.0,336
2012-10-08 02:00:00,271.78,0.0,0.0,1.0,265
2012-10-08 03:00:00,271.05,0.0,0.0,1.0,314
2012-10-08 04:00:00,270.63,0.0,0.0,1.0,779
2012-10-08 05:00:00,270.33,0.0,0.0,1.0,2571
2012-10-08 06:00:00,269.61,0.0,0.0,20.0,5563
2012-10-08 07:00:00,270.01,0.0,0.0,20.0,6676
2012-10-08 08:00:00,271.23,0.0,0.0,20.0,5966
2012-10-08 09:00:00,273.71,0.0,0.0,20.0,4832
2012-10-08 10:00:00,276.77,0.0,0.0,20.0,4395
2012-10-08 11:00:00,279.47,0.0,0.0,20.0,4411
2012-10-08 12:00:00,279.84,0.0,0.0,1.0,4648
2012-10-08 13:00:00,282.34,0.0,0.0,40.0,4602
2012-10-08 14:00:00,282.94,0.0,0.0,40.0,5125
2012-10-08 15:00:00,283.48,0.0,0.0,1.0,5502
2012-10-08 16:00:00,284.33,0.0,0.0,1.0,5979
2012-10-08 17:00:00,284.48,0.0,0.0,40.0,5663
2012-10-08 18:00:00,284.23,0.0,0.0,40.0,4259
2012-10-08 19:00:00,281.99,0.0,0.0,20.0,3069
2012-10-08 20:00:00,279.81,0.0,0.0,1.0,2378
2012-10-08 21:00:00,279.35,0.0,0.0,1.0,2030
2012-10-08 22:00:00,278.9,0.0,0.0,1.0,1400
2012-10-08 23:00:00,278.46,0.0,0.0,1.0,917
2012-10-09 00:00:00,277.78,0.0,0.0,1.0,515
2012-10-09 01:00:00,277.27,0.0,0.0,1.0,302
2012-10-09 02:00:00,277.47,0.0,0.0,1.0,251
2012-10-09 04:00:00,276.97,0.0,0.0,20.0,798
2012-10-09 05:00:00,276.52,0.0,0.0,40.0,2678
2012-10-09 06:00:00,276.6,0.0,0.0,40.0,5733
2012-10-09 07:00:00,277.31,0.0,0.0,75.0,6449
2012-10-09 08:00:00,278.38,0.0,0.0,90.0,5765
2012-10-09 09:00:00,279.35,0.0,0.0,90.0,5599
2012-10-09 10:00:00,281.37,0.0,0.0,90.0,4534
2012-10-09 11:00:00,283.11,0.0,0.0,90.0,4691
2012-10-09 12:00:00,284.08,0.0,0.0,75.0,5067
2012-10-09 13:00:00,285.14,0.0,0.0,75.0,5030
2012-10-09 14:00:00,286.35,0.0,0.0,90.0,5300
2012-10-09 15:00:00,287.23,0.0,0.0,100.0,5777
2012-10-09 16:00:00,288.53,0.0,0.0,90.0,6349
2012-10-09 17:00:00,290.37,0.0,0.0,90.0,6127
2012-10-09 18:00:00,290.13,0.0,0.0,90.0,4460
2012-10-09 19:00:00,288.86,0.0,0.0,75.0,3418
2012-10-09 20:00:00,287.36,0.0,0.0,90.0,2775
2012-10-09 21:00:00,285.11,0.0,0.0,90.0,2306
2012-10-09 22:00:00,283.46,0.0,0.0,90.0,1846
2012-10-09 23:00:00,282.45,0.0,0.0,90.0,947
2012-10-10 00:00:00,281.88,0.0,0.0,90.0,494
2012-10-10 01:00:00,281.78,0.0,0.0,90.0,332
2012-10-10 02:00:00,281.09,0.0,0.0,75.0,261
2012-10-10 03:00:00,281.17,0.0,0.0,90.0,361
2012-10-10 06:00:00,281.25,0.0,0.0,92.0,5875
2012-10-10 07:00:00,281.25,0.0,0.0,99.0,6793
2012-10-10 08:00:00,280.1,0.0,0.0,99.0,6283
2012-10-10 09:00:00,279.61,0.0,0.0,99.0,5680
2012-10-10 10:00:00,279.67,0.0,0.0,99.0,4632
2012-10-10 11:00:00,280.19,0.0,0.0,1.0,4887
2012-10-10 12:00:00,282.09,0.0,0.0,75.0,5030
2012-10-10 13:00:00,282.26,0.0,0.0,75.0,5067
2012-10-10 14:00:00,282.05,0.0,0.0,90.0,5227
2012-10-10 15:00:00,281.59,0.0,0.0,90.0,5610
2012-10-10 16:00:00,281.23,0.0,0.0,81.0,6286
2012-10-10 18:00:00,282.6,0.0,0.0,81.0,4775
2012-10-10 19:00:00,282.6,0.0,0.0,81.0,3340
2012-10-10 20:00:00,282.6,0.0,0.0,81.0,3013
2012-10-10 21:00:00,282.6,0.0,0.0,81.0,2603
2012-10-10 22:00:00,282.6,0.0,0.0,81.0,1910
2012-10-10 23:00:00,282.6,0.0,0.0,81.0,1037
2012-10-11 01:00:00,273.9,0.0,0.0,1.0,347
2012-10-11 03:00:00,274.4,0.0,0.0,75.0,350
2012-10-11 04:00:00,274.05,0.0,0.0,75.0,850
2012-10-11 05:00:00,273.71,0.0,0.0,40.0,2791
2012-10-11 06:00:00,272.66,0.0,0.0,1.0,5809
2012-10-11 07:00:00,272.65,0.0,0.0,1.0,6798
2012-10-11 08:00:00,272.52,0.0,0.0,1.0,6304
2012-10-11 09:00:00,275.19,0.0,0.0,20.0,5291
2012-10-11 10:00:00,275.34,0.0,0.0,1.0,4638
2012-10-11 14:00:00,284.1,0.0,0.0,50.0,5557
2012-10-11 15:00:00,284.1,0.0,0.0,50.0,5818
2012-10-11 16:00:00,283.78,0.0,0.0,75.0,6272
2012-10-11 17:00:00,283.52,0.0,0.0,75.0,5944
2012-10-11 18:00:00,283.32,0.0,0.0,90.0,4949
2012-10-11 19:00:00,282.06,0.0,0.0,90.0,3511
2012-10-11 20:00:00,281.95,0.0,0.0,90.0,3039
2012-10-11 21:00:00,281.81,0.0,0.0,90.0,2679
2012-10-11 22:00:00,282.16,0.0,0.0,90.0,2094
2012-10-11 23:00:00,282.53,0.0,0.0,90.0,1284
2012-10-12 00:00:00,283.91,0.0,0.0,90.0,630
2012-10-12 01:00:00,284.64,0.0,0.0,90.0,410
2012-10-12 02:00:00,284.61,0.0,0.0,90.0,331
2012-10-12 03:00:00,283.18,0.0,0.0,72.0,372
2012-10-12 04:00:00,282.26,0.0,0.0,72.0,739
2012-10-12 05:00:00,280.77,0.0,0.0,72.0,2561
2012-10-12 06:00:00,278.53,0.0,0.0,75.0,5586
2012-10-12 07:00:00,277.64,0.0,0.0,75.0,6992
2012-10-12 08:00:00,277.9,0.0,0.0,90.0,5860
2012-10-12 09:00:00,278.18,0.0,0.0,90.0,5230
2012-10-12 10:00:00,279.29,0.0,0.0,75.0,4864
2012-10-12 11:00:00,280.45,0.0,0.0,75.0,5146
2012-10-12 12:00:00,280.95,0.0,0.0,40.0,5526
2012-10-12 13:00:00,281.74,0.0,0.0,40.0,5383
2012-10-12 14:00:00,281.84,0.0,0.0,75.0,5758
2012-10-12 15:00:00,282.45,0.0,0.0,75.0,5889
2012-10-12 16:00:00,282.2,0.0,0.0,75.0,6057
2012-10-12 17:00:00,281.54,0.0,0.0,40.0,6028
2012-10-12 18:00:00,280.21,0.0,0.0,20.0,5257
2012-10-12 23:00:00,282.2,0.0,0.0,56.0,1897
2012-10-13 00:00:00,272.58,0.0,0.0,1.0,1335
2012-10-13 01:00:00,272.06,0.0,0.0,1.0,769
2012-10-13 02:00:00,270.99,0.0,0.0,1.0,570
2012-10-13 03:00:00,270.29,0.0,0.0,20.0,413
2012-10-13 04:00:00,269.48,0.0,0.0,1.0,399
2012-10-13 05:00:00,269.27,0.0,0.0,1.0,740
2012-10-13 06:00:00,268.91,0.0,0.0,1.0,1420
2012-10-13 07:00:00,268.98,0.0,0.0,75.0,2220
2012-10-13 08:00:00,269.23,0.0,0.0,40.0,3479
2012-10-13 09:00:00,272.61,0.0,0.0,40.0,4546
2012-10-13 10:00:00,276.78,0.0,0.0,20.0,4579
2012-10-13 11:00:00,279.22,0.0,0.0,1.0,4438
2012-10-13 12:00:00,280.35,0.0,0.0,1.0,4623
2012-10-13 13:00:00,281.81,0.0,0.0,1.0,4440
2012-10-13 14:00:00,283.05,0.0,0.0,1.0,4495
2012-10-13 15:00:00,283.96,0.0,0.0,1.0,4483
2012-10-13 16:00:00,284.53,0.0,0.0,1.0,4591
2012-10-13 17:00:00,284.44,0.0,0.0,1.0,4477
2012-10-13 18:00:00,283.64,0.0,0.0,1.0,4221
2012-10-13 19:00:00,281.85,0.0,0.0,20.0,3672
2012-10-13 20:00:00,281.38,0.0,0.0,1.0,3015
2012-10-13 21:00:00,281.84,0.0,0.0,75.0,2769
2012-10-13 22:00:00,282.23,0.0,0.0,90.0,2875
2012-10-13 23:00:00,282.18,0.0,0.0,90.0,1931
2012-10-14 00:00:00,282.49,0.0,0.0,90.0,1309
2012-10-14 01:00:00,282.54,0.0,0.0,90.0,870
2012-10-14 02:00:00,282.58,0.0,0.0,90.0,654
2012-10-14 03:00:00,282.23,0.0,0.0,90.0,364
2012-10-14 04:00:00,282.08,0.0,0.0,90.0,262
2012-10-14 05:00:00,282.23,0.0,0.0,90.0,505
2012-10-14 06:00:00,282.24,0.0,0.0,90.0,861
2012-10-14 07:00:00,282.24,0.0,0.0,90.0,1132
2012-10-14 08:00:00,282.24,0.0,0.0,57.0,1797
2012-10-14 09:00:00,282.43,0.0,0.0,57.0,2685
2012-10-14 10:00:00,282.33,0.0,0.0,57.0,3370
2012-10-14 11:00:00,282.82,0.0,0.0,57.0,3662
2012-10-14 12:00:00,283.33,0.0,0.0,57.0,4076
2012-10-14 13:00:00,283.75,0.0,0.0,93.0,4128
2012-10-14 14:00:00,284.09,0.0,0.0,93.0,4358
2012-10-14 15:00:00,284.55,0.0,0.0,93.0,4342
2012-10-14 16:00:00,284.68,0.0,0.0,93.0,4234
2012-10-14 17:00:00,284.64,0.0,0.0,93.0,4271
2012-10-14 18:00:00,284.4,0.0,0.0,93.0,4080
2012-10-14 19:00:00,284.17,0.0,0.0,93.0,3453
2012-10-14 20:00:00,284.03,0.0,0.0,93.0,2718
2012-10-14 21:00:00,283.58,0.0,0.0,93.0,2439
2012-10-14 22:00:00,283.04,0.0,0.0,93.0,1819
2012-10-14 23:00:00,281.95,0.0,0.0,93.0,1002
2012-10-15 00:00:00,281.61,0.0,0.0,93.0,542
2012-10-15 01:00:00,281.57,0.0,0.0,85.0,303
2012-10-15 02:00:00,281.42,0.0,0.0,85.0,239
2012-10-15 03:00:00,281.29,0.0,0.0,85.0,335
2012-10-15 04:00:00,281.02,0.0,0.0,85.0,810
2012-10-15 05:00:00,280.82,0.0,0.0,85.0,2606
2012-10-15 06:00:00,280.39,0.0,0.0,85.0,5714
2012-10-15 07:00:00,280.19,0.0,0.0,100.0,6798
2012-10-15 08:00:00,279.82,0.0,0.0,100.0,6114
2012-10-15 09:00:00,279.75,0.0,0.0,100.0,5094
2012-10-15 10:00:00,280.07,0.0,0.0,100.0,4473
2012-10-15 11:00:00,280.32,0.0,0.0,90.0,4529
2012-10-15 12:00:00,281.72,0.0,0.0,100.0,4823
2012-10-15 13:00:00,284.01,0.0,0.0,40.0,4872
2012-10-15 14:00:00,285.88,0.0,0.0,1.0,5238
2012-10-15 15:00:00,286.87,0.0,0.0,1.0,5584
2012-10-15 16:00:00,287.6,0.0,0.0,20.0,6246
2012-10-15 17:00:00,287.27,0.0,0.0,20.0,5957
2012-10-15 18:00:00,286.18,0.0,0.0,20.0,4535
2012-10-15 19:00:00,285.2,0.0,0.0,75.0,3234
2012-10-15 20:00:00,284.68,0.0,0.0,75.0,2677
2012-10-15 21:00:00,284.49,0.0,0.0,90.0,2077
2012-10-15 22:00:00,283.54,0.0,0.0,20.0,1380
2012-10-15 23:00:00,282.33,0.0,0.0,75.0,927
2012-10-16 00:00:00,281.21,0.0,0.0,20.0,500
2012-10-16 01:00:00,279.87,0.0,0.0,1.0,324
2012-10-16 02:00:00,278.93,0.0,0.0,1.0,257
2012-10-16 03:00:00,277.91,0.0,0.0,1.0,354
2012-10-16 04:00:00,277.21,0.0,0.0,1.0,769
2012-10-16 05:00:00,276.61,0.0,0.0,1.0,2769
2012-10-16 06:00:00,276.11,0.0,0.0,1.0,5789
2012-10-16 07:00:00,274.81,0.0,0.0,20.0,7055
2012-10-16 08:00:00,274.99,0.0,0.0,20.0,6408
2012-10-16 09:00:00,277.91,0.0,0.0,20.0,5254
2012-10-16 10:00:00,280.71,0.0,0.0,20.0,4547
2012-10-16 11:00:00,283.85,0.0,0.0,20.0,4784
2012-10-16 12:00:00,286.01,0.0,0.0,40.0,5015
2012-10-16 13:00:00,286.31,0.0,0.0,1.0,5057
2012-10-16 14:00:00,288.15,0.0,0.0,75.0,5430
2012-10-16 15:00:00,289.15,0.0,0.0,75.0,5813
2012-10-16 16:00:00,288.99,0.0,0.0,75.0,6496
2012-10-16 17:00:00,288.86,0.0,0.0,75.0,6429
2012-10-16 18:00:00,288.16,0.0,0.0,90.0,5142
2012-10-16 19:00:00,287.28,0.0,0.0,68.0,3311
2012-10-16 20:00:00,287.04,0.0,0.0,90.0,2777
2012-10-16 21:00:00,286.9,0.0,0.0,90.0,2331
2012-10-16 22:00:00,287.09,0.0,0.0,90.0,1767
2012-10-16 23:00:00,287.09,0.0,0.0,90.0,1093
2012-10-17 00:00:00,286.89,0.0,0.0,75.0,554
2012-10-17 01:00:00,286.93,0.0,0.0,75.0,333
2012-10-17 02:00:00,286.93,0.0,0.0,90.0,267
2012-10-17 03:00:00,287.07,0.0,0.0,90.0,358
2012-10-17 04:00:00,286.56,0.0,0.0,75.0,777
2012-10-17 05:00:00,285.91,0.0,0.0,90.0,2732
2012-10-17 06:00:00,285.29,0.0,0.0,90.0,5637
2012-10-17 07:00:00,284.92,0.0,0.0,75.0,5564
2012-10-17 08:00:00,285.35,0.0,0.0,75.0,6274
2012-10-17 09:00:00,285.72,0.0,0.0,100.0,5403
2012-10-17 10:00:00,287.09,0.0,0.0,75.0,4680
2012-10-17 11:00:00,288.31,0.0,0.0,75.0,4642
2012-10-17 12:00:00,288.61,0.0,0.0,1.0,4979
2012-10-17 13:00:00,290.32,0.0,0.0,1.0,4851
2012-10-17 14:00:00,291.36,0.0,0.0,1.0,4291
2012-10-17 15:00:00,292.01,0.0,0.0,1.0,4714
2012-10-17 16:00:00,292.61,0.0,0.0,1.0,6723
2012-10-17 17:00:00,292.65,0.0,0.0,1.0,6180
2012-10-17 18:00:00,290.52,0.0,0.0,40.0,4843
2012-10-17 19:00:00,288.35,0.0,0.0,40.0,3435
2012-10-17 20:00:00,286.72,0.0,0.0,40.0,2921
2012-10-17 21:00:00,285.49,0.0,0.0,40.0,2763
2012-10-17 22:00:00,284.22,0.0,0.0,20.0,1930
2012-10-17 23:00:00,283.8,0.0,0.0,20.0,1160
2012-10-18 00:00:00,283.72,0.0,0.0,20.0,654
2012-10-18 01:00:00,282.8,0.0,0.0,40.0,374
2012-10-18 02:00:00,282.32,0.0,0.0,99.0,301
2012-10-18 03:00:00,282.38,0.0,0.0,99.0,397
2012-10-18 04:00:00,282.76,0.0,0.0,90.0,794
2012-10-18 05:00:00,282.88,0.0,0.0,99.0,2564
2012-10-18 06:00:00,284.18,0.0,0.0,75.0,5358
2012-10-18 07:00:00,284.69,0.0,0.0,90.0,6441
2012-10-18 08:00:00,285.0,0.0,0.0,90.0,5536
2012-10-18 09:00:00,286.9,0.0,0.0,99.0,5256
2012-10-18 10:00:00,288.35,0.0,0.0,90.0,4619
2012-10-18 11:00:00,289.59,0.0,0.0,90.0,5107
2012-10-18 12:00:00,288.27,0.0,0.0,99.0,5147
2012-10-18 13:00:00,286.41,0.0,0.0,90.0,5283
2012-10-18 14:00:00,285.96,0.0,0.0,90.0,5704
2012-10-18 15:00:00,287.04,0.0,0.0,90.0,5887
2012-10-18 16:00:00,287.18,0.0,0.0,90.0,6307
2012-10-18 17:00:00,286.94,0.0,0.0,90.0,5953
2012-10-18 18:00:00,286.01,0.0,0.0,90.0,4519
2012-10-18 19:00:00,284.67,0.0,0.0,100.0,3427
2012-10-18 20:00:00,283.44,0.0,0.0,100.0,2921
2012-10-18 21:00:00,282.51,0.0,0.0,100.0,2649
2012-10-18 22:00:00,281.9,0.0,0.0,90.0,2005
2012-10-18 23:00:00,281.85,0.0,0.0,90.0,1177
2012-10-19 00:00:00,281.28,0.0,0.0,90.0,699
2012-10-19 01:00:00,280.97,0.0,0.0,87.0,436
2012-10-19 02:00:00,280.44,0.0,0.0,87.0,353
2012-10-19 03:00:00,280.02,0.0,0.0,87.0,399
2012-10-19 04:00:00,279.79,0.0,0.0,87.0,720
2012-10-19 05:00:00,279.74,0.0,0.0,87.0,2370
2012-10-19 06:00:00,279.65,0.0,0.0,87.0,5162
2012-10-19 07:00:00,279.45,0.0,0.0,91.0,5777
2012-10-19 08:00:00,279.22,0.0,0.0,91.0,5235
2012-10-19 09:00:00,279.35,0.0,0.0,91.0,4606
2012-10-19 10:00:00,279.92,0.0,0.0,91.0,4328
2012-10-19 11:00:00,280.44,0.0,0.0,90.0,4282
2012-10-19 12:00:00,281.0,0.0,0.0,90.0,4489
2012-10-19 13:00:00,281.51,0.0,0.0,90.0,4908
2012-10-19 14:00:00,281.93,0.0,0.0,92.0,5620
2012-10-19 15:00:00,281.94,0.0,0.0,92.0,5849
2012-10-19 16:00:00,282.27,0.0,0.0,92.0,4945
2012-10-19 17:00:00,282.41,0.0,0.0,92.0,4619
2012-10-19 18:00:00,282.21,0.0,0.0,90.0,4479
2012-10-19 19:00:00,281.69,0.0,0.0,75.0,3804
2012-10-19 20:00:00,281.26,0.0,0.0,90.0,2908
2012-10-19 21:00:00,280.66,0.0,0.0,92.0,2942
2012-10-19 22:00:00,280.43,0.0,0.0,92.0,3077
2012-10-19 23:00:00,280.1,0.0,0.0,92.0,2051
2012-10-20 00:00:00,280.06,0.0,0.0,92.0,1270
2012-10-20 01:00:00,280.28,0.0,0.0,96.0,773
2012-10-20 02:00:00,280.38,0.0,0.0,96.0,589
2012-10-20 03:00:00,280.62,0.0,0.0,96.0,432
2012-10-20 04:00:00,280.91,0.0,0.0,96.0,401
2012-10-20 05:00:00,280.96,0.0,0.0,96.0,759
2012-10-20 06:00:00,281.13,0.0,0.0,96.0,1313
2012-10-20 07:00:00,281.28,0.0,0.0,100.0,1824
2012-10-20 08:00:00,281.19,0.0,0.0,100.0,2787
2012-10-20 09:00:00,281.7,0.0,0.0,100.0,3713
2012-10-20 10:00:00,282.02,0.0,0.0,100.0,3815
2012-10-20 11:00:00,282.35,0.0,0.0,100.0,4339
2012-10-20 12:00:00,282.71,0.0,0.0,100.0,4613
2012-10-20 13:00:00,283.31,0.0,0.0,48.0,4507
2012-10-20 14:00:00,283.79,0.0,0.0,90.0,4452
2012-10-20 15:00:00,284.2,0.0,0.0,75.0,4636
2012-10-20 16:00:00,284.32,0.0,0.0,90.0,4810
2012-10-20 17:00:00,284.13,0.0,0.0,75.0,5125
2012-10-20 18:00:00,283.14,0.0,0.0,40.0,4337
2012-10-20 19:00:00,281.4,0.0,0.0,40.0,3644
2012-10-20 20:00:00,280.47,0.0,0.0,20.0,3107
2012-10-20 21:00:00,279.52,0.0,0.0,20.0,2929
2012-10-20 22:00:00,278.85,0.0,0.0,48.0,2865
2012-10-20 23:00:00,278.12,0.0,0.0,48.0,2340
2012-10-21 00:00:00,277.94,0.0,0.0,48.0,1372
2012-10-21 08:00:00,275.93,0.0,0.0,60.0,1928
2012-10-21 17:00:00,284.09,0.0,0.0,75.0,4695
2012-10-21 18:00:00,282.6,0.0,0.0,75.0,4335
2012-10-21 22:00:00,281.72,0.0,0.0,90.0,1583
2012-10-21 23:00:00,281.26,0.0,0.0,90.0,959
2012-10-22 00:00:00,281.29,0.0,0.0,75.0,498
2012-10-22 01:00:00,281.01,0.0,0.0,75.0,306
2012-10-22 02:00:00,280.57,0.0,0.0,40.0,259
2012-10-22 03:00:00,280.54,0.0,0.0,75.0,324
2012-10-22 04:00:00,279.37,0.0,0.0,8.0,806
2012-10-22 05:00:00,279.18,0.0,0.0,8.0,2622
2012-10-22 06:00:00,279.05,0.0,0.0,8.0,5456
